5	2013-02-07 16:49:04.367628	27	Cut1	1.0.1	59	Paste1	1.0.0	input1		f
5	2013-02-07 16:49:04.367628	39	Filter1	1.1.0	46	Summary_Statistics1	1.1.0	input		f
5	2013-02-07 16:49:04.367628	49	Summary_Statistics1	1.1.0	32	Cut1	1.0.1	input		f
5	2013-02-07 16:49:04.367628	60	Paste1	1.0.0	63	Add_a_column1	1.1.0	input		f
5	2013-02-07 16:49:04.367628	62	Add_a_column1	1.1.0	38	addValue	1.0.0	input		f
11	2013-02-07 17:03:54.795316	139	Cut1	1.0.1	177	Paste1	1.0.0	input1		f
11	2013-02-07 17:03:54.795316	141	Cut1	1.0.1	147	Paste1	1.0.0	input1		f
11	2013-02-07 17:03:54.795316	151	gops_coverage_1	1.0.0	154	Filter1	1.1.0	input		f
11	2013-02-07 17:03:54.795316	152	cshl_grep_tool	1.0.0	162	Summary_Statistics1	1.1.0	input		f
11	2013-02-07 17:03:54.795316	155	Filter1	1.1.0	165	Summary_Statistics1	1.1.0	input		f
11	2013-02-07 17:03:54.795316	155	Filter1	1.1.0	164	Summary_Statistics1	1.1.0	input		f
11	2013-02-07 17:03:54.795316	160	Summary_Statistics1	1.1.0	142	Cut1	1.0.1	input		f
11	2013-02-07 17:03:54.795316	162	Summary_Statistics1	1.1.0	144	Cut1	1.0.1	input		f
11	2013-02-07 17:03:54.795316	166	Summary_Statistics1	1.1.0	140	Cut1	1.0.1	input		f
11	2013-02-07 17:03:54.795316	175	Add_a_column1	1.1.0	158	addValue	1.0.0	input		f
11	2013-02-07 17:03:54.795316	177	Paste1	1.0.0	172	Add_a_column1	1.1.0	input		f
19	2013-02-14 15:51:02.598429	193			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_chipseq_file1		f
19	2013-02-14 15:51:02.598429	193			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_chipseq_file1		f
19	2013-02-14 15:51:02.598429	193			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_chipseq_file1		f
19	2013-02-14 15:51:02.598429	193			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_chipseq_file1		f
19	2013-02-14 15:51:02.598429	195			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_control_file1		f
19	2013-02-14 15:51:02.598429	195			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_control_file1		f
19	2013-02-14 15:51:02.598429	195			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_control_file1		f
19	2013-02-14 15:51:02.598429	195			194	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1		input_type|input_control_file1		f
19	2013-02-14 15:51:02.598429	199			205	gops_subtract_1	1.0.0	input2		f
19	2013-02-14 15:51:02.598429	199			205	gops_subtract_1	1.0.0	input2		f
19	2013-02-14 15:51:02.598429	199			205	gops_subtract_1	1.0.0	input2		f
19	2013-02-14 15:51:02.598429	199			205	gops_subtract_1	1.0.0	input2		f
19	2013-02-14 15:51:02.598429	203			202	get_flanks1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	203			202	get_flanks1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	203			202	get_flanks1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	203			202	get_flanks1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	209	Extract genomic DNA 1	2.2.2	211	Show beginning1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	209	Extract genomic DNA 1	2.2.2	211	Show beginning1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	209	Extract genomic DNA 1	2.2.2	211	Show beginning1	1.0.0	input		f
19	2013-02-14 15:51:02.598429	209	Extract genomic DNA 1	2.2.2	211	Show beginning1	1.0.0	input		f
28	2013-02-14 16:08:08.300397	242			243	toolshed.g2.bx.psu.edu/repos/ryo-tas/macs14/peakcalling_macs14/1.4.1	1.4.1	input_type|input_chipseq_file1		f
